State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Vellore,Thirupathur,Pumpkin,Pumpkin,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Vellore,Thirupathur,Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4000,4000,4000
Tamil Nadu,Vellore,Thirupathur,Snakeguard,Snakeguard,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Vellore,Vellore,Apple,American,Local,11-09-2025,16000,16000,16000
Tamil Nadu,Vellore,Vellore,Ashgourd,Gouard,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Vellore,Vellore,Beans,Beans (Whole),Local,11-09-2025,2500,3000,3000
Tamil Nadu,Vellore,Vellore,Betal Leaves,Mysore,Local,11-09-2025,15000,15000,15000
Tamil Nadu,Vellore,Vellore,Cauliflower,Ranchi,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Vellore,Vellore,Colacasia,Colacasia,Local,11-09-2025,2400,2800,2800
Tamil Nadu,Vellore,Vellore,Garlic,Average,Local,11-09-2025,10000,11000,11000
Tamil Nadu,Vellore,Vellore,Grapes,Annabesahai,Local,11-09-2025,9000,9000,9000
Tamil Nadu,Vellore,Vellore,Groundnut,Big (With Shell),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Vellore,Vellore,Mousambi(Sweet Lime),Mousambi,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),Other,Local,11-09-2025,1239,2655,1799
Tamil Nadu,Vellore,Vellore,Pumpkin,Pumpkin,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Vellore,Vellore,Rose(Local),Rose (Local),Local,11-09-2025,12000,12000,12000
Tamil Nadu,Vellore,Vellore,Snakeguard,Snakeguard,Local,11-09-2025,3000,4000,4000
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,5500,5500,5500
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,10000,10000,10000
Tamil Nadu,Villupuram,Thirukovilur,Bajra(Pearl Millet/Cumbu),Other,Local,11-09-2025,2921,3007,2985
Tamil Nadu,Villupuram,Tindivanam,Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Villupuram,Tindivanam,Carrot,Pusakesar,Local,11-09-2025,5500,5500,5500
Tamil Nadu,Villupuram,Tindivanam,Cucumbar(Kheera),Cucumbar,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Villupuram,Tindivanam,Drumstick,Drumstick,Local,11-09-2025,5500,5500,5500
Tamil Nadu,Villupuram,Tindivanam,Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,7000,7000,7000
Tamil Nadu,Villupuram,Tindivanam,Marigold(Calcutta),Marigold(Calcutta),Local,11-09-2025,20000,20000,20000
Tamil Nadu,Villupuram,Tindivanam,Onion Green,Onion Green,Local,11-09-2025,5000,5000,5000
Tamil Nadu,Villupuram,Tindivanam,Pumpkin,Pumpkin,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Villupuram,Ulundurpettai,Ashgourd,Gouard,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Villupuram,Ulundurpettai,Banana - Green,Banana - Green,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Villupuram,Ulundurpettai,Colacasia,Colacasia,Local,11-09-2025,6000,6000,6000
Tamil Nadu,Villupuram,Ulundurpettai,Papaya,Papaya,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,7500,8000,8000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6000,7000,7000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11-09-2025,10000,12000,12000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,8500,9000,9000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,6500,7000,7000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3700,4000,4000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,3300,3500,3500
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,7000,8000,8000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,8000,9000,9000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,11-09-2025,6000,7000,7000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,3000,3600,3600
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4500,5000,5000
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,4000,4500,4500
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Brinjal,Round,Local,11-09-2025,4800,5000,5000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,4800,5000,5000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2800,3000,3000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,2800,3000,3000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,11-09-2025,5800,6000,6000
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2200,2500,2500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,8000,10000,10000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,5500,7000,7000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,11-09-2025,3000,3600,3600
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,2800,3500,3500
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,7500,9000,9000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,11-09-2025,4000,5000,5000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,3200,4000,4000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,9000,10000,10000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Lime,Lime,Local,11-09-2025,9000,10000,10000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,5500,6000,6000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,1600,2000,2000
Telangana,Adilabad,Adilabad(Rythu Bazar),Brinjal,Brinjal,FAQ,11-09-2025,6000,6200,6000
Telangana,Adilabad,Bhainsa,Arhar (Tur/Red Gram)(Whole),F.A.Q. (Whole),FAQ,11-09-2025,5969,6211,6099
Telangana,Hyderabad,Bowenpally,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,800,1600,1400
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,FAQ,11-09-2025,1000,3500,2800
Telangana,Hyderabad,Bowenpally,Chow Chow,Chow Chow,FAQ,11-09-2025,1000,2000,1800
Telangana,Hyderabad,Bowenpally,French Beans (Frasbean),French Beans (Frasbean),FAQ,11-09-2025,2000,4000,3500
Telangana,Hyderabad,Bowenpally,Onion,1st Sort,FAQ,11-09-2025,500,1800,1400
Telangana,Hyderabad,Bowenpally,Potato,(Red Nanital),FAQ,11-09-2025,800,2000,1800
Telangana,Hyderabad,Gaddiannaram,Karbuja(Musk Melon),Karbhuja,Medium,11-09-2025,800,2500,1000
Telangana,Hyderabad,Gaddiannaram,Mousambi(Sweet Lime),Mousambi,Medium,11-09-2025,900,2400,1100
Telangana,Hyderabad,Gaddiannaram,Papaya,Papaya,Medium,11-09-2025,1500,3200,1600
Telangana,Hyderabad,Gudimalkapur,Banana - Green,Banana - Green,FAQ,11-09-2025,1500,3000,2000
Telangana,Hyderabad,Gudimalkapur,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,800,1300,1000
Telangana,Hyderabad,Gudimalkapur,Capsicum,Capsicum,FAQ,11-09-2025,2500,5000,3500
Telangana,Hyderabad,Gudimalkapur,Cluster beans,Cluster Beans,FAQ,11-09-2025,2000,4000,2800
Telangana,Hyderabad,Gudimalkapur,Field Pea,Field Pea,FAQ,11-09-2025,2000,5000,3500
Telangana,Hyderabad,Gudimalkapur,Green Chilli,Green Chilly,FAQ,11-09-2025,1500,3000,2500
Telangana,Hyderabad,Gudimalkapur,Kakada,Kakada,FAQ,11-09-2025,200,300,250
Telangana,Hyderabad,Gudimalkapur,Marigold(loose),Marigold(Loose),FAQ,11-09-2025,10,30,20
Telangana,Hyderabad,Gudimalkapur,Onion,1st Sort,FAQ,11-09-2025,400,1800,1000
Telangana,Hyderabad,Gudimalkapur,Pumpkin,Other,FAQ,11-09-2025,600,1800,800
Telangana,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,11-09-2025,600,2000,1000
Telangana,Hyderabad,Mahboob Manison,Carrot,Carrot,FAQ,11-09-2025,2000,3500,3000
Telangana,Hyderabad,Mahboob Manison,Ginger(Dry),Big/Thick,FAQ,11-09-2025,1500,5800,3000
Telangana,Karimnagar,Karimnagar,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,2000,2000,2000
Telangana,Karimnagar,Karimnagar,Bitter gourd,Bitter Gourd,FAQ,11-09-2025,4500,4500,4500
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,FAQ,11-09-2025,3500,3500,3500
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),I.R. 64,FAQ,11-09-2025,2300,2320,2320
Telangana,Mahbubnagar,Mahabubnagar(Rythu Bazar),Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,3800,4200,4000
Telangana,Mahbubnagar,Mahabubnagar(Rythu Bazar),Cabbage,Cabbage,FAQ,11-09-2025,2800,3200,3000
Telangana,Mahbubnagar,Mahabubnagar(Rythu Bazar),Tomato,Deshi,FAQ,11-09-2025,1800,2200,2000
Telangana,Medak,Vantamamidi,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,1500,2500,2000
Telangana,Medak,Vantamamidi,Brinjal,Arkasheela Mattigulla,FAQ,11-09-2025,600,1500,1050
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),B P T,FAQ,11-09-2025,2300,2300,2300
Telangana,Nalgonda,Tirumalagiri,Green Gram (Moong)(Whole),Local,FAQ,11-09-2025,3669,5969,5162
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan)(Common),Samba Masuri,FAQ,11-09-2025,1920,2230,2230
Telangana,Nalgonda,Venkateswarnagar,Cucumbar(Kheera),Other,FAQ,11-09-2025,500,700,600
Telangana,Ranga Reddy,Chevella,Cabbage,Cabbage,FAQ,11-09-2025,2000,2000,2000
Telangana,Ranga Reddy,Chevella,Cauliflower,African Sarson,FAQ,11-09-2025,2000,2000,2000
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Field Pea,Field Pea,FAQ,11-09-2025,4500,4500,4500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),French Beans (Frasbean),French Beans (Frasbean),FAQ,11-09-2025,4500,4500,4500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Potato,(Red Nanital),Non-FAQ,11-09-2025,2300,2300,2300
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Tomato,Deshi,FAQ,11-09-2025,1700,1700,1700
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Yam (Ratalu),Other,FAQ,11-09-2025,3500,3500,3500
Telangana,Warangal,Warangal,Apple,Simla,Medium,11-09-2025,10000,10000,10000
Telangana,Warangal,Warangal,Arhar (Tur/Red Gram)(Whole),Local,FAQ,11-09-2025,5522,5522,5522
Telangana,Warangal,Warangal,Cluster beans,Cluster Beans,FAQ,11-09-2025,4000,4200,4100
Telangana,Warangal,Warangal,Colacasia,Colacasia,FAQ,11-09-2025,3200,3600,3400
Telangana,Warangal,Warangal,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,2000,2400,2200
Telangana,Warangal,Warangal,Field Pea,Field Pea,FAQ,11-09-2025,5500,6000,5750
Telangana,Warangal,Warangal,French Beans (Frasbean),French Beans (Frasbean),FAQ,11-09-2025,8500,9000,8750
Telangana,Warangal,Warangal,Guava,Guava,Medium,11-09-2025,4000,4000,4000
Telangana,Warangal,Warangal,Maize,Local,FAQ,11-09-2025,1800,2180,2180
Telangana,Warangal,Warangal,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,11-09-2025,4500,5000,4750
Telangana,Warangal,Warangal,Turmeric,Bulb,FAQ,11-09-2025,5258,10029,10029
Tripura,Dhalai,Gandacharra,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,4000,4200,4100
Tripura,Dhalai,Kulai,Green Chilli,Green Chilly,FAQ,11-09-2025,19500,20000,19800
Tripura,Dhalai,Masli,Sweet Pumpkin,Sweet Pumpkin,FAQ,11-09-2025,2000,3000,2500
Tripura,Gomati,Nutanbazar,Green Chilli,Green Chilly,FAQ,11-09-2025,16500,18000,17500
Tripura,Gomati,Nutanbazar,Rice,Masuri,FAQ,11-09-2025,3850,4000,3950
Tripura,Gomati,Silachhari,Potato,Other,FAQ,11-09-2025,1700,2000,1800
Tripura,Khowai,Teliamura,Cowpea(Veg),Cowpea (Veg),FAQ,11-09-2025,3200,3400,3300
Tripura,Khowai,Teliamura,Fish,Rahu(Andhra),FAQ,11-09-2025,18000,18200,18100
Tripura,Khowai,Teliamura,Potato,Jalander,FAQ,11-09-2025,1600,1800,1700
Tripura,North Tripura,Dasda,Potato,Local,FAQ,11-09-2025,1700,1900,1800
Tripura,Sepahijala,Boxonagar,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,3500,4000,3700
Tripura,Sepahijala,Boxonagar,Cock,Boiler/Firm(White),FAQ,11-09-2025,150,360,250
Tripura,Sepahijala,Jumpuijala,Green Chilli,Green Chilly,FAQ,11-09-2025,14000,16000,15000
Tripura,Sepahijala,Jumpuijala,Rice,Other,FAQ,11-09-2025,4000,4400,4200
Tripura,Sepahijala,Melaghar,Brinjal,Brinjal,FAQ,11-09-2025,3500,4500,4000
Tripura,Sepahijala,Melaghar,Fish,Rahu(Local),FAQ,11-09-2025,28000,30000,29000
Tripura,Sepahijala,Melaghar,Onion,Small,FAQ,11-09-2025,2100,2300,2200
Tripura,Sepahijala,Melaghar,Ridgeguard(Tori),Other,FAQ,11-09-2025,4000,4600,4500
Tripura,South District,Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,4900,5100,5000
Tripura,South District,Barpathari,Kartali (Kantola),Kartali (Kantola),FAQ,11-09-2025,5900,6100,6000
Tripura,South District,Barpathari,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,11-09-2025,3900,4100,4000
Tripura,South District,Santir Bazar,Ginger(Dry),Vegitable-fresh,FAQ,11-09-2025,15000,16000,15500
Tripura,South District,Santir Bazar,Papaya (Raw),Other,FAQ,11-09-2025,1600,2000,1800
Tripura,Unokoti,Masmara,Green Chilli,Green Chilly,FAQ,11-09-2025,14800,15000,14900
Tripura,Unokoti,Pabiacherra,Cowpea(Veg),Cowpea (Veg),FAQ,11-09-2025,5800,6000,5900
Tripura,West District,Kamalghat,Brinjal,Round/Long,FAQ,11-09-2025,5500,5700,5600
Tripura,West District,Kamalghat,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,4800,5000,4900
Uttar Pradesh,Agra,Achnera,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,1680,1780,1730
Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,1360,1440,1400
Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,FAQ,11-09-2025,1860,1940,1900
Uttar Pradesh,Agra,Achnera,Onion,Red,FAQ,11-09-2025,1350,1450,1400
Uttar Pradesh,Agra,Achnera,Tomato,Deshi,FAQ,11-09-2025,2280,2360,2320
Uttar Pradesh,Agra,Agra,Cauliflower,Cauliflower,FAQ,11-09-2025,3600,4000,3700
Uttar Pradesh,Agra,Agra,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,1700,2000,1850
Uttar Pradesh,Agra,Agra,Mustard,Sarson(Black),FAQ,11-09-2025,6950,7150,7000
Uttar Pradesh,Agra,Agra,Papaya,Papaya,Medium,11-09-2025,2750,3000,2850
Uttar Pradesh,Agra,Agra,Pomegranate,Pomogranate,Medium,11-09-2025,6000,6800,6300
Uttar Pradesh,Agra,Agra,Sponge gourd,Sponge gourd,FAQ,11-09-2025,2200,2500,2350
Uttar Pradesh,Agra,Fatehabad,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,11-09-2025,1800,2300,2000
Uttar Pradesh,Aligarh,Aligarh,Banana,Banana - Ripe,Medium,11-09-2025,2540,2610,2580
Uttar Pradesh,Aligarh,Aligarh,Banana - Green,Banana - Green,FAQ,11-09-2025,1720,1840,1780
Uttar Pradesh,Aligarh,Aligarh,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,2060,2160,2100
Uttar Pradesh,Aligarh,Aligarh,Green Chilli,Green Chilly,FAQ,11-09-2025,3000,3100,3050
Uttar Pradesh,Aligarh,Aligarh,Green Gram (Moong)(Whole),Local (Whole),FAQ,11-09-2025,8650,8700,8682
Uttar Pradesh,Aligarh,Aligarh,Papaya,Papaya,Medium,11-09-2025,2800,2910,2850
Uttar Pradesh,Aligarh,Aligarh,Pomegranate,Pomogranate,Medium,11-09-2025,7050,7160,7100
Uttar Pradesh,Aligarh,Aligarh,Potato,Desi,FAQ,11-09-2025,1130,1230,1180
Uttar Pradesh,Aligarh,Aligarh,Tomato,Hybrid,FAQ,11-09-2025,2500,2600,2560
Uttar Pradesh,Aligarh,Charra,Maize,Hybrid,FAQ,11-09-2025,2000,2100,2050
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana,Banana - Ripe,Medium,11-09-2025,2480,2600,2550
Uttar Pradesh,Ambedkarnagar,Akbarpur,Rice,Common,FAQ,11-09-2025,3220,3350,3300
Uttar Pradesh,Amethi,Sultanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11-09-2025,10150,10255,10200
Uttar Pradesh,Amethi,Sultanpur,Banana - Green,Banana - Green,FAQ,11-09-2025,1655,1715,1680
Uttar Pradesh,Amethi,Sultanpur,Bitter gourd,Bitter Gourd,FAQ,11-09-2025,2580,2635,2600
Uttar Pradesh,Amethi,Sultanpur,Brinjal,Brinjal,FAQ,11-09-2025,1750,1795,1770
Uttar Pradesh,Amethi,Sultanpur,Ginger(Green),Green Ginger,FAQ,11-09-2025,3980,4035,4000
Uttar Pradesh,Amethi,Sultanpur,Green Chilli,Green Chilly,FAQ,11-09-2025,4080,4145,4100
Uttar Pradesh,Amethi,Sultanpur,Mousambi(Sweet Lime),Mousambi,Medium,11-09-2025,3380,3435,3400
Uttar Pradesh,Amethi,Sultanpur,Rice,Common,FAQ,11-09-2025,3255,3300,3270
Uttar Pradesh,Amroha,Amroha,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,1600,1700,1650
Uttar Pradesh,Amroha,Amroha,Garlic,Garlic,FAQ,11-09-2025,6080,6170,6130
Uttar Pradesh,Amroha,Amroha,Mousambi(Sweet Lime),Mousambi,Medium,11-09-2025,3120,3220,3170
Uttar Pradesh,Amroha,Amroha,Wheat,Dara,FAQ,11-09-2025,2550,2570,2560
Uttar Pradesh,Amroha,Hasanpur,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,1410,1500,1450
Uttar Pradesh,Amroha,Hasanpur,Brinjal,Arkasheela Mattigulla,FAQ,11-09-2025,1410,1500,1450
Uttar Pradesh,Amroha,Hasanpur,Ridgeguard(Tori),Other,FAQ,11-09-2025,1410,1500,1450
Uttar Pradesh,Amroha,Hasanpur,Tomato,Deshi,Non-FAQ,11-09-2025,1810,2000,1850
Uttar Pradesh,Auraiya,Achalda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,11-09-2025,6100,6250,6200
Uttar Pradesh,Auraiya,Achalda,Maize,Yellow,FAQ,11-09-2025,2200,2350,2230
Uttar Pradesh,Auraiya,Achalda,Mustard Oil,Mustard Oil,FAQ,11-09-2025,14600,14800,14700
Uttar Pradesh,Auraiya,Achalda,Rice,III,FAQ,11-09-2025,3100,3300,3200
Uttar Pradesh,Auraiya,Achalda,Wheat,Dara,FAQ,11-09-2025,2500,2650,2590
Uttar Pradesh,Auraiya,Auraiya,Apple,Delicious,Medium,11-09-2025,7115,7450,7300
Uttar Pradesh,Auraiya,Auraiya,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,11-09-2025,6000,6300,6210
Uttar Pradesh,Ayodhya,Faizabad,Tomato,Deshi,FAQ,11-09-2025,2260,2370,2300
Uttar Pradesh,Ayodhya,Rudauli,Banana - Green,Banana - Green,FAQ,11-09-2025,1600,1700,1650
Uttar Pradesh,Ayodhya,Rudauli,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,1800,1900,1850
Uttar Pradesh,Ayodhya,Rudauli,Pomegranate,Pomogranate,Medium,11-09-2025,6550,6650,6600
Uttar Pradesh,Ayodhya,Rudauli,Sponge gourd,Sponge gourd,FAQ,11-09-2025,2000,2200,2100
Uttar Pradesh,Azamgarh,Azamgarh,Apple,Delicious,Medium,11-09-2025,7050,7200,7125
Uttar Pradesh,Azamgarh,Azamgarh,Banana - Green,Banana - Green,FAQ,11-09-2025,1685,1835,1760
Uttar Pradesh,Azamgarh,Azamgarh,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,11-09-2025,6600,6700,6650
Uttar Pradesh,Azamgarh,Azamgarh,Mousambi(Sweet Lime),Mousambi,Medium,11-09-2025,3400,3550,3470
Uttar Pradesh,Azamgarh,Azamgarh,Tomato,Hybrid,FAQ,11-09-2025,2675,2825,2750
Uttar Pradesh,Badaun,Badayoun,Banana - Green,Banana - Green,FAQ,11-09-2025,1700,1830,1740
Uttar Pradesh,Badaun,Badayoun,Brinjal,Brinjal,FAQ,11-09-2025,1760,1880,1815
Uttar Pradesh,Badaun,Badayoun,Onion,Nasik,Non-FAQ,11-09-2025,1250,1360,1300
Uttar Pradesh,Badaun,Badayoun,Papaya,Papaya,Medium,11-09-2025,2700,2820,2750
Uttar Pradesh,Badaun,Badayoun,Raddish,Raddish,FAQ,11-09-2025,1800,1940,1880
